lemma	POS	freq	declension
сушить	V	5	
перинка	S	5	1
платочек	S	5	2
наверху	ADV	5	
вприпрыжку	ADV	5	
комод	S	5	2
буфет	S	5	2
отставать	V	5	
гостинец	S	5	2
брести	V	5	
целовать	V	5	
двое	NUM	5	
вмешиваться	V	5	
вертеться	V	5	
подуть	V	5	
студеный	A	5	
густо	ADV	5	
ступенька	S	5	1
стрелка	S	5	1
замирать	V	5	
веселиться	V	5	
синица	S	5	1
минутка	S	5	1
хохотать	V	5	
постоять	V	5	
брюхо	S	5	2
погулять	V	5	
особенный	A	5	
усмехаться	V	5	
здорово	ADV	5	
овца	S	5	1
позади	ADV	5	
копыто	S	5	2
неподалеку	ADV	5	
крупный	A	5	
болтаться	V	5	
наверх	ADV	5	
лисий	A	5	
плохой	A	5	
хлопать	V	5	
возить	V	5	
самовар	S	5	2
крутить	V	5	
откуда-то	ADVPRO	5	
жениться	V	5	
выползать	V	5	
танцевать	V	5	
рогатый	A	5	
запирать	V	5	
козлятушки	S	5	T
впускать	V	5	
утюг	S	5	2
хромой	A	5	
залаять	V	5	
тетрадь	S	5	3
везде	ADV	5	
удерживаться	V	5	
туман	S	5	2
забивать	V	5	
хитроглазка	S	5	1
автомобиль	S	5	2
вырывать	V	5	
опасный	A	5	
ухватывать	V	5	
шкура	S	5	1
разливать	V	5	
веревочка	S	5	1
туда-сюда	ADVPRO	5	
осматриваться	V	5	
заячий	A	5	
зоопарк	S	5	2
седой	A	5	
выговаривать	V	5	
пригорюниваться	V	5	
вправду	ADV	5	
подождать	V	5	
приставать	V	5	
пролетать	V	5	
крылышко	S	5	2
берест	S	5	2
невеселый	A	5	
тишина	S	5	1
движение	S	5	2
порхать	V	5	
внук	S	5	2
дзинь	INTJ	5	
пробегать	V	5	
плюшка	S	5	1
курий	A	5	
мел	S	5	2
любой	APRO	5	
козлик	S	5	2
нигде	ADVPRO	5	
нарядный	A	5	
картошка	S	5	1
овес	S	5	2
сторожить	V	5	
едва	ADV	5	
прикладывать	V	5	
скатерть	S	5	3
кора	S	5	1
форточка	S	5	1
болтать	V	5	
уж	S	5	2
пробовать	V	5	
вздумать	V	5	
завтрак	S	5	2
выбираться	V	5	
вишня	S	5	1
тюльпан	S	5	2
потемнеть	V	5	
отходить	V	5	
двадцать	NUM	5	
слыхать	V	5	
пистолет	S	5	2
отделение	S	5	2
взгляд	S	5	2
пост	S	5	2
мгновение	S	5	2
описывать	V	5	
номер	S	5	2
извинять	V	5	
крот	S	5	2
заветный	A	5	
шляпка	S	5	1
гнаться	V	5	
смазывать	V	5	
сбивать	V	5	
задремать	V	5	
спелый	A	5	
повалить	V	5	
обрастать	V	5	
вкус	S	5	2
будить	V	5	
блестящий	A	5	
рассыпаться	V	5	
фиалка	S	5	1
обо	PR	5	
невиданный	A	5	
рисунок	S	5	2
неприятность	S	5	3
хорошо	PART	5	
исполнять	V	5	
поровну	ADV	5	
откусывать	V	5	
досыта	ADV	5	
шакал	S	5	2
акула	S	5	1
ухватываться	V	5	
суп	S	5	2
прощение	S	5	2
сваривать	V	5	
кастрюля	S	5	1
кольцо	S	5	2
мамочка	S	5	1
поселяться	V	5	
вертолет	S	5	2
интересно	ADV	5	
прижиматься	V	5	
прыгалка	S	5	1
ежинка	S	5	1
подпрыгивать	V	5	
березонька	S	5	1
направляться	V	5	
зря	ADV	5	
кабачок	S	5	2
штаны	S	5	T
рак	S	5	2
лодочка	S	5	1
дивиться	V	5	
удав	S	5	2
браво	INTJ	5	
вправо	ADV	5	
прямо	ADV	5	
наоборот	ADV	5	
долгий	A	5	
проверять	V	5	
хорошенький	A	5	
заниматься	V	5	
воровать	V	5	
побеждать	V	5	
ящерица	S	5	1
мешочек	S	5	2
пожаловать	V	5	
лень	S	5	3
выводить	V	5	
середина	S	5	1
обходить	V	5	
мало	NUM	5	
где-нибудь	ADVPRO	5	
передний	A	5	
выбиваться	V	5	
ямка	S	5	1
хвастать	V	5	
невеста	S	5	1
сбросить	V	5	
мамушка	S	5	1
тридевять	NUM	5	
кощей	S	5	2
наутек	ADV	5	
ножницы	S	5	T
падчерица	S	5	1
заваливать	V	5	
мачехин	A	5	
повертывать	V	5	
хрустальный	A	5	
поглядывать	V	5	
изюм	S	5	2
кол	S	5	2
вовремя	ADV	5	
утешать	V	5	
каков	APRO	5	
фонтан	S	5	2
страус	S	5	2
бабуин	S	5	2
дыня	S	5	1
поколотить	V	5	
прощаться	V	5	
ил	S	5	2
путешественник	S	5	2
лепешка	S	5	1
запоминать	V	5	
проплывать	V	5	
вспахивать	V	5	
шевелиться	V	5	
резать	V	5	
обрыв	S	5	2
ударяться	V	5	
проникать	V	5	
вернуть	V	5	
бассейный	A	5	
незнакомый	A	5	
зуек	S	5	2
мох	S	5	2
дырка	S	5	1
даренка	S	5	1
покосный	A	5	
спасаться	V	5	
водиться	V	5	
слизняк	S	5	2
покупка	S	5	1
тюк	S	5	2
капустный	A	5	
сосновый	A	5	
оживать	V	5	
струя	S	5	1
ку-ку	INTJ	5	
нептун	S	5	2
задумывать	V	5	
мастеровой	A	5	
тюрьма	S	5	1
шалашник	S	5	2
генерал	S	5	2
адмирал	S	5	2
добегать	V	5	
станок	S	5	2
изделие	S	5	2
мадам	S	5	Н
глиняный	A	5	
ржать	V	5	
молот	S	5	2
офицер	S	5	2
берендей	S	5	2
кусман	S	5	2
череп	S	5	2
лесенка	S	5	1
королевство	S	5	2
голубка	S	5	1
конфетина	S	5	1
топорик	S	5	2
тевиндро	S	5	Н
теварец	S	5	2
врать	V	5	
дуда	S	4	1
коровка	S	4	1
лад	S	4	2
тележка	S	4	1
орешек	S	4	2
хлоп	INTJ	4	
рябушечка	S	4	1
серенький	A	4	
теленочек	S	4	2
кача	S	4	1
мычать	V	4	
рвать	V	4	
всюду	ADVPRO	4	
чуха	S	4	1
пыхтеть	V	4	
кран	S	4	2
мяукнуть	V	4	
стоп	INTJ	4	
александров	S	4	2
вымывать	V	4	
яхнин	S	4	2
жаркий	A	4	
бодаться	V	4	
вечерний	A	4	
спаться	V	4	
неумытый	A	4	
удирать	V	4	
важно	ADV	4	
плескаться	V	4	
мокнуть	V	4	
почистить	V	4	
кузов	S	4	2
кабина	S	4	1
листва	S	4	1
куда	S	4	1
куча	S	4	1
кликнуть	V	4	
сусек	S	4	2
горсть	S	4	3
сени	S	4	T
сусечка	S	4	1
сажень	S	4	3
развешивать	V	4	
услыхать	V	4	
выстраивать	V	4	
ежа	S	4	1
пчела	S	4	1
щель	S	4	3
сломаться	V	4	
мужчина	S	4	1
понюхать	V	4	
стеречь	V	4	
следить	V	4	
пята	S	4	1
колокольчик	S	4	2
дупло	S	4	2
дрема	S	4	1
шалить	V	4	
озорник	S	4	2
принцесса	S	4	1
снеговик	S	4	2
умывать	V	4	
синявский	A	4	
промокнуть	V	4	
приказ	S	4	2
травинка	S	4	1
лежебока	S	4	1
глубоко	ADV	4	
происшествие	S	4	2
щелка	S	4	1
верхушка	S	4	1
ворчать	V	4	
чок	S	4	2
визжать	V	4	
батарея	S	4	1
сообщать	V	4	
желание	S	4	2
накрывать	V	4	
покуда	CONJ	4	
ключ	S	4	2
подсвечник	S	4	2
кроватка	S	4	1
косичка	S	4	1
спичка	S	4	1
сосать	V	4	
взвизгивать	V	4	
тряхнуть	V	4	
отламывать	V	4	
завтракать	V	4	
случайно	ADV	4	
посмеяться	V	4	
дружить	V	4	
греться	V	4	
костюм	S	4	2
намазывать	V	4	
коричневый	A	4	
сибиряк	S	4	2
прогнать	V	4	
пастись	V	4	
посильный	A	4	
сторонка	S	4	1
драка	S	4	1
клюнуть	V	4	
укалывать	V	4	
рассудить	V	4	
жужжать	V	4	
кирпич	S	4	2
запасать	V	4	
запас	S	4	2
ужинать	V	4	
класс	S	4	2
погоревать	V	4	
кругом	PR	4	
крышка	S	4	1
кабан	S	4	2
забирать	V	4	
пляцковский	S	4	А
столовый	A	4	
ласково	ADV	4	
грустно	ADV	4	
колыбельный	A	4	
баюшки-баю	INTJ	4	
деваться	V	4	
воробушек	S	4	2
ладошка	S	4	1
наряд	S	4	2
дружно	ADV	4	
жадина	S	4	1
зубок	S	4	2
набивать	V	4	
нырять	V	4	
лапища	S	4	1
коготь	S	4	2
заканчивать	V	4	
покатать	V	4	
яя	S	4	1
расставаться	V	4	
топать	V	4	
бормотать	V	4	
устраиваться	V	4	
сводить	V	4	
заплясать	V	4	
сверкнуть	V	4	
срываться	V	4	
потирать	V	4	
леска	S	4	1
разбойник	S	4	2
бой	S	4	2
уплывать	V	4	
завертывать	V	4	
кочка	S	4	1
покатить	V	4	
перебирать	V	4	
прилаживать	V	4	
связывать	V	4	
таракан	S	4	2
букашка	S	4	1
именинница	S	4	1
застежка	S	4	1
паук	S	4	2
кузнечик	S	4	2
фонарик	S	4	2
сабля	S	4	1
скрипеть	V	4	
постучаться	V	4	
отопритеся	S	4	1
отворитеся	S	4	1
причитывать	V	4	
схорониться	V	4	
вбегать	V	4	
по-прежнему	ADV	4	
промачивать	V	4	
мойдодыр	S	4	2
нестись	V	4	
спальня	S	4	1
трубочист	S	4	2
грязнуля	S	4	1
медный	A	4	
бешеный	A	4	
ограда	S	4	1
гнездышко	S	4	2
здоровый	A	4	
поджидать	V	4	
простор	S	4	2
посторонний	A	4	
вход	S	4	2
рыжехвостка	S	4	1
соврать	V	4	
вообще	ADV	4	
сочинять	V	4	
добро	S	4	2
поделить	V	4	
коротенький	A	4	
зачирикать	V	4	
наткнуться	V	4	
валяться	V	4	
напрямик	ADV	4	
громадный	A	4	
разбирать	V	4	
повсюду	ADV	4	
венок	S	4	2
потянуться	V	4	
трактор	S	4	2
подрастать	V	4	
помахивать	V	4	
отгонять	V	4	
пальто	S	4	Н
пока	ADV	4	
велосипед	S	4	2
стрелять	V	4	
цвести	V	4	
свекла	S	4	1
гиппопотам	S	4	2
старенький	A	4	
букет	S	4	2
пройти	V	4	
спускать	V	4	
потопать	V	4	
попрятаться	V	4	
житель	S	4	2
шелестеть	V	4	
арбуз	S	4	2
прохладный	A	4	
ссориться	V	4	
навещать	V	4	
конфета	S	4	1
праздничный	A	4	
никак	PART	4	
закружить	V	4	
подхватывать	V	4	
приготавливать	V	4	
елочный	A	4	
невысокий	A	4	
пампушка	S	4	1
торт	S	4	2
газета	S	4	1
разбираться	V	4	
влево	ADV	4	
флажок	S	4	2
зеленеть	V	4	
подо	PR	4	
проливать	V	4	
совет	S	4	2
тихонечко	ADV	4	
ужин	S	4	2
босой	A	4	
шест	S	4	2
трубка	S	4	1
почему-то	ADVPRO	4	
поросеночек	S	4	2
произносить	V	4	
захлопать	V	4	
петрушка	S	4	1
заворчать	V	4	
печься	V	4	
натаскивать	V	4	
пятно	S	4	2
укрывать	V	4	
задирать	V	4	
выгружать	V	4	
зарабатывать	V	4	
посеча	S	4	1
смело	ADV	4	
пермяк	S	4	2
крошечный	A	4	
платьице	S	4	2
боб	S	4	2
ласкать	V	4	
заквакать	V	4	
просто	ADV	4	
сок	S	4	2
ракета	S	4	1
ремонт	S	4	2
строго	ADV	4	
вова	S	4	1
иметь	V	4	
степ	S	4	2
изумление	S	4	2
будка	S	4	1
прицепляться	V	4	
фамилия	S	4	1
застыть	V	4	
строгий	A	4	
нарочно	ADV	4	
подвозить	V	4	
сожаление	S	4	2
продавец	S	4	2
зеркало	S	4	2
служба	S	4	1
совесть	S	4	3
продолжаться	V	4	
прокричать	V	4	
каркать	V	4	
правильно	ADV	4	
терпеть	V	4	
дыбом	ADV	4	
добежать	V	4	
кое-как	ADVPRO	4	
зачерпывать	V	4	
струйка	S	4	1
перепуг	S	4	2
таков	APRO	4	
крохотный	A	4	
созревать	V	4	
горочка	S	4	1
лиловый	A	4	
прут	S	4	2
май	S	4	2
этаж	S	4	2
жадный	A	4	
наказ	S	4	2
жадность	S	4	3
меньший	A	4	
приятный	A	4	
больной	S	4	А
гиппо	S	4	Н
живо	ADV	4	
бегемотик	S	4	2
гоголь	S	4	2
моголь	S	4	2
зверенок	S	4	2
качалка	S	4	1
шепнуть	V	4	
набок	ADV	4	
восторг	S	4	2
летучий	A	4	
фиолетовый	A	4	
секунда	S	4	1
материал	S	4	2
обязательно	ADV	4	
крякать	V	4	
пламень	S	4	None
тушить	V	4	
заюшка	S	4	1
клочок	S	4	2
размышлять	V	4	
тысяча	S	4	1
речной	A	4	
благодарный	A	4	
бряк	INTJ	4	
раскидывать	V	4	
сестренка	S	4	1
грызть	V	4	
счет	S	4	2
горница	S	4	1
широко	ADV	4	
ивашка	S	4	1
вставлять	V	4	
рельс	S	4	2
лопухин	S	4	2
притворяться	V	4	
отлично	ADV	4	
пристань	S	4	3
кузьмин	S	4	2
улечься	V	4	
надеяться	V	4	
девчонка	S	4	1
радовать	V	4	
выдерживать	V	4	
отрываться	V	4	
чирик	ADV	4	
спотыкаться	V	4	
рассказ	S	4	2
сухарь	S	4	2
творог	S	4	2
сырой	A	4	
пюре	S	4	Н
банан	S	4	2
точка	S	4	1
венец	S	4	2
смешить	V	4	
разлетаться	V	4	
сахарный	A	4	
уста	S	4	T
печать	S	4	3
орать	V	4	
высыхать	V	4	
уронить	V	4	
знак	S	4	2
шлепнуться	V	4	
необыкновенный	A	4	
вспархивать	V	4	
хвастаться	V	4	
прикрывать	V	4	
налавливать	V	4	
битый	A	4	
боярский	A	4	
купеческий	A	4	
топкий	A	4	
палата	S	4	1
ниже	ADV	4	
выткать	V	4	
вышивать	V	4	
карета	S	4	1
дубовый	A	4	
бессмертный	A	4	
нелегко	ADV	4	
горный	A	4	
присылать	V	4	
стукнуть	V	4	
трубить	V	4	
буйный	A	4	
дура	S	4	1
цена	S	4	1
свистеть	V	4	
постелька	S	4	1
скучно	ADV	4	
коли	CONJ	4	
сыпаться	V	4	
давным-давно	ADV	4	
взбивать	V	4	
брильянт	S	4	2
божий	A	4	
вытягиваться	V	4	
прилегать	V	4	
починять	V	4	
память	S	4	3
чинить	V	4	
утомлять	V	4	
скамеечка	S	4	1
следовать	V	4	
кулак	S	4	2
кисть	S	4	3
киплинг	S	4	2
гиппопотамих	S	4	2
расспрашивать	V	4	
менее	ADV	4	
колоколо	ADV	4	
тетушка	S	4	1
именно	PART	4	
досада	S	4	1
раскрашивать	V	4	
глубина	S	4	1
образ	S	4	2
выгода	S	4	1
превращать	V	4	
отшлепывать	V	4	
катерок	S	4	2
садик	S	4	2
общий	A	4	
пограничный	A	4	
автомат	S	4	2
проклятый	A	4	
инструкторский	A	4	
переходить	V	4	
сдуть	V	4	
чоп	S	4	2
фру	S	4	Н
невероятный	A	4	
фельдшер	S	4	2
зашивать	V	4	
боль	S	4	3
металл	S	4	2
литься	V	4	
черепок	S	4	2
перебивать	V	4	
визг	S	4	2
погасить	V	4	
трясти	V	4	
горшок	S	4	2
ганя	S	4	1
распухать	V	4	
иволгин	S	4	2
роща	S	4	1
островок	S	4	2
юркнуть	V	4	
напоминать	V	4	
легонький	A	4	
собачонка	S	4	1
змеиный	A	4	
ошибка	S	4	1
бяка	S	4	1
бук	S	4	2
олений	A	4	
динь-динь	ADV	4	
астра	S	4	1
лучистый	A	4	
обращать	V	4	
внимание	S	4	2
грамота	S	4	1
горький	A	4	
светлячок	S	4	2
ткань	S	4	3
абажур	S	4	2
зверек	S	4	2
измазывать	V	4	
тугарин	S	4	2
лишаться	V	4	
стиральный	A	4	
ужас	S	4	2
тико	S	4	Н
жилище	S	4	2
видимо	ADV	4	
повидать	V	4	
слуга	S	4	1
бац	INTJ	4	
дешевый	A	4	
фарфоровый	A	4	
отвал	S	4	2
нарубать	V	4	
емелюшка	S	4	1
наутро	ADV	4	
порывать	V	4	
пучина	S	4	1
поручиться	V	4	
польза	S	4	1
достойный	A	4	
зала	S	4	1
ночник	S	4	2
береста	S	4	1
ожерелие	S	4	2
порция	S	4	1
деточка	S	3	1
дудочка	S	3	1
пастушка	S	3	1
пастушок	S	3	2
затягивать	V	3	
малый	S	3	А
мочить	V	3	
дуня	S	3	1
котя	S	3	1
жара	S	3	1
баран	S	3	2
на	PART	3	
бай	S	3	2
вверху	ADV	3	
грра	S	3	1
попить	V	3	
поискать	V	3	
малина	S	3	1
смываться	V	3	
высотская	S	3	А
бензин	S	3	2
пришивать	V	3	
допивать	V	3	
приближаться	V	3	
диди	S	3	Н
замешивать	V	3	
бод	S	3	2
кивать	V	3	
слать	V	3	
козочка	S	3	1
мишенька	S	3	1
переваливаться	V	3	
завизжать	V	3	
завальнюк	S	3	2
лейка	S	3	1
дырявый	A	3	
созывать	V	3	
намести	V	3	
студить	V	3	
голубчик	S	3	2
разочек	S	3	2
скок	ADV	3	
трах	INTJ	3	
разваливаться	V	3	
пилить	V	3	
рябой	A	3	
б	S	3	Н
коридор	S	3	2
ржавый	A	3	
прочитывать	V	3	
угадывать	V	3	
го	S	3	Н
руль	S	3	2
мостовая	S	3	А
пропускать	V	3	
поток	S	3	2
чистить	V	3	
запищать	V	3	
храбрец	S	3	2
принакрываться	V	3	
просыпать	V	3	
обрадовать	V	3	
барабанить	V	3	
прибывать	V	3	
хрупкий	A	3	
промерзать	V	3	
находка	S	3	1
потеряться	V	3	
главное	ADV	3	
чуть-чуть	ADV	3	
пожить	V	3	
отмораживать	V	3	
гололедица	S	3	1
спросонок	ADV	3	
дремать	V	3	
хлопушка	S	3	1
переулок	S	3	2
гладкий	A	3	
здоровье	S	3	2
надуваться	V	3	
грач	S	3	2
калинин	S	3	2
распахнуть	V	3	
качнуть	V	3	
погода	S	3	1
утаскивать	V	3	
цып	S	3	2
перегрызать	V	3	
специальный	A	3	
перчатка	S	3	1
сигнал	S	3	2
нижний	A	3	
повторяться	V	3	
катать	V	3	
наезжать	V	3	
поздний	A	3	
облетать	V	3	
удерживать	V	3	
рявкнуть	V	3	
пых	INTJ	3	
комарик	S	3	2
наклоняться	V	3	
хата	S	3	1
кверху	ADV	3	
зимовать	V	3	
беспокоиться	V	3	
обломать	V	3	
сучочек	S	3	2
сушеный	A	3	
сбоку	ADV	3	
снаружи	ADV	3	
утихать	V	3	
пух	S	3	2
перебираться	V	3	
котел	S	3	2
отвертываться	V	3	
коврик	S	3	2
кошачий	A	3	
закутывать	V	3	
щечка	S	3	1
бриться	V	3	
толкнуть	V	3	
большущий	A	3	
взваливать	V	3	
умница	S	3	1
пятеро	NUM	3	
хро	S	3	Н
охота	ADV	3	
шестеро	NUM	3	
как-нибудь	ADVPRO	3	
гав	INTJ	3	
кувыркаться	V	3	
ворох	S	3	2
лагздынь	S	3	3
сказывать	V	3	
замораживать	V	3	
разглядывать	V	3	
резной	A	3	
чик-чирик	INTJ	3	
воробьенок	S	3	2
сытый	A	3	
раз	CONJ	3	
стайка	S	3	1
увезти	V	3	
барбос	S	3	2
чарушин	S	3	2
нипочем	ADVPRO	3	
заваливаться	V	3	
белый	S	3	А
промоина	S	3	1
недовольно	ADV	3	
замечательный	A	3	
помахать	V	3	
медовый	A	3	
браток	S	3	2
все	PART	3	
позади	PR	3	
доля	S	3	1
закинуть	V	3	
плеск	S	3	2
хихикнуть	V	3	
спугивать	V	3	
кипеть	V	3	
колесико	S	3	2
колесище	S	3	2
направо	ADV	3	
надрываться	V	3	
мельница	S	3	1
прясть	V	3	
житие	S	3	2
нынче	ADV	3	
погубить	V	3	
диван	S	3	2
погибать	V	3	
мосток	S	3	2
шутить	V	3	
кровь	S	3	3
срубать	V	3	
букашечка	S	3	1
лапоть	S	3	2
каблук	S	3	2
обр	S	3	2
ребятушки	S	3	T
тонюсенький	A	3	
перепрыгивать	V	3	
бережок	S	3	2
пузатый	A	3	
кушак	S	3	2
грязный	A	3	
знаменитый	A	3	
солдат	S	3	2
толпа	S	3	1
влетать	V	3	
завыть	V	3	
кара	S	3	1
садовый	A	3	
смывать	V	3	
чернила	S	3	T
срам	S	3	2
раскрываться	V	3	
стужа	S	3	1
дружный	A	3	
вить	V	3	
себе	PART	3	
подмести	V	3	
продукт	S	3	2
кончик	S	3	2
наружу	ADV	3	
доказывать	V	3	
скрипучий	A	3	
джунгли	S	3	T
клык	S	3	2
кривой	A	3	
силач	S	3	2
таиться	V	3	
антилопа	S	3	1
коряга	S	3	1
сшибать	V	3	
трещать	V	3	
припекать	V	3	
журавль	S	3	2
посидеть	V	3	
посеять	V	3	
тучка	S	3	1
прятки	S	3	T
расплакаться	V	3	
пахать	V	3	
солома	S	3	1
приделывать	V	3	
шелохнуться	V	3	
шкурка	S	3	1
губить	V	3	
выпрастывать	V	3	
обсуждать	V	3	
бумажный	A	3	
понестись	V	3	
победа	S	3	1
сирень	S	3	3
ездить	V	3	
затихать	V	3	
нарывать	V	3	
ромашка	S	3	1
шорох	S	3	2
подползать	V	3	
тронуться	V	3	
простыть	V	3	
опор	S	3	2
песчаный	A	3	
подружиться	V	3	
сменяться	V	3	
дорожить	V	3	
заболеть	V	3	
смыкать	V	3	
покачать	V	3	
груз	S	3	2
проталина	S	3	1
завертеть	V	3	
лыжа	S	3	1
нахмуриваться	V	3	
носиться	V	3	
суша	S	3	1
повар	S	3	2
слизывать	V	3	
низкий	A	3	
размер	S	3	2
куриный	A	3	
момент	S	3	2
печаль	S	3	3
курс	S	3	2
привет	S	3	2
пена	S	3	1
приходько	S	3	Н
блюдце	S	3	2
тайком	ADV	3	
взрослый	S	3	А
пушкин	S	3	2
темень	S	3	3
по-человечески	ADV	3	
например	ADV	3	
водяной	A	3	
горох	S	3	2
припас	S	3	2
синичка	S	3	1
наливаться	V	3	
скрываться	V	3	
диковинный	A	3	
строй	S	3	2
обгладывать	V	3	
хвататься	V	3	
привычно	ADV	3	
упрямый	A	3	
испуг	S	3	2
история	S	3	1
вылупливаться	V	3	
обида	S	3	1
волноваться	V	3	
охранять	V	3	
разбегаться	V	3	
пожелтеть	V	3	
голодать	V	3	
попытаться	V	3	
скромный	A	3	
лампочка	S	3	1
погасать	V	3	
прожектор	S	3	2
воробеевич	S	3	2
ерш	S	3	2
побывать	V	3	
отличный	A	3	
застревать	V	3	
помять	V	3	
нападывать	V	3	
доедать	V	3	
кама	S	3	1
михалков	S	3	2
милиционер	S	3	2
улыбка	S	3	1
форма	S	3	1
прозывать	V	3	
известный	A	3	
ход	S	3	2
полоскать	V	3	
охапка	S	3	1
команда	S	3	1
гордиться	V	3	
столица	S	3	1
честь	S	3	3
хулиган	S	3	2
гроза	S	3	1
спасение	S	3	2
облеплять	V	3	
витя	S	3	1
бровь	S	3	3
советский	A	3	
недаром	ADV	3	
прощание	S	3	2
видимо-невидимо	ADV	3	
безобразие	S	3	2
голодный	S	3	А
дяденька	S	3	1
насыпать	V	3	
распахиваться	V	3	
передавать	V	3	
овощ	S	3	2
скрипнуть	V	3	
клумба	S	3	1
замурлыкать	V	3	
пережидать	V	3	
потесниться	V	3	
ква	INTJ	3	
ниточка	S	3	1
ветерок	S	3	2
спросонья	ADV	3	
коромысло	S	3	2
забиваться	V	3	
иначе	CONJ	3	
усищи	S	3	T
укатиться	V	3	
долг	S	3	2
подавно	ADV	3	
разозлиться	V	3	
накалывать	V	3	
развертываться	V	3	
мурочка	S	3	1
ребятки	S	3	T
зевать	V	3	
баю-бай	INTJ	3	
дурной	A	3	
абрамцева	S	3	1
бурный	A	3	
апрель	S	3	2
зваться	V	3	
матрешка	S	3	1
проголодаться	V	3	
братик	S	3	2
неровно	ADV	3	
забеспокоиться	V	3	
довезти	V	3	
выплывать	V	3	
отдых	S	3	2
бедный	S	3	А
малютка	S	3	1
потчевать	V	3	
заливаться	V	3	
попо	S	3	Н
всплескивать	V	3	
рыбий	A	3	
продавщица	S	3	1
совать	V	3	
захрапеть	V	3	
поземка	S	3	1
печально	ADV	3	
существо	S	3	2
зеленоглазый	A	3	
занятие	S	3	2
странность	S	3	3
множество	S	3	2
сюрприз	S	3	2
шелк	S	3	2
неважно	ADV	3	
мяукать	V	3	
хрюкать	V	3	
уговаривать	V	3	
бочонок	S	3	2
приплывать	V	3	
мур	S	3	2
упрашивать	V	3	
закоулочек	S	3	2
правило	S	3	2
заяцдругмедвежонок	S	3	2
куковать	V	3	
посыпать	V	3	
озорной	A	3	
хитрость	S	3	3
лашка	S	3	1
твердо	ADV	3	
ль	PART	3	
узда	S	3	1
линейка	S	3	1
письмоносец	S	3	2
бульон	S	3	2
помыть	V	3	
груда	S	3	1
познаваться	V	3	
водопровод	S	3	2
колос	S	3	2
стан	S	3	2
донце	S	3	2
красавец	S	3	2
вой	S	3	2
там	PART	3	
разукрашивать	V	3	
растить	V	3	
обгонять	V	3	
трехглазый	A	3	
вагон	S	3	2
енот	S	3	2
монета	S	3	1
скользить	V	3	
чешуя	S	3	1
рыть	V	3	
жарить	V	3	
стрекотать	V	3	
небылица	S	3	1
звездный	A	3	
вроде	PART	3	
бор	S	3	2
артист	S	3	2
ничуть	ADVPRO	3	
вдобавок	ADV	3	
желудок	S	3	2
зашататься	V	3	
рухнуть	V	3	
оступаться	V	3	
оканчиваться	V	3	
плот	S	3	2
трудовой	A	3	
откликаться	V	3	
просачиваться	V	3	
поворчать	V	3	
шкафчик	S	3	2
кармашек	S	3	2
выкатиться	V	3	
альбом	S	3	2
противный	A	3	
урок	S	3	2
перевертываться	V	3	
поползти	V	3	
коробочка	S	3	1
просторно	ADV	3	
таблица	S	3	1
кукольный	A	3	
телефон	S	3	2
дарить	V	3	
нисколько	ADVPRO	3	
нюхать	V	3	
колоть	V	3	
радостный	A	3	
тайна	S	3	1
итак	CONJ	3	
сушка	S	3	1
пельмень	S	3	2
кило	S	3	Н
халва	S	3	1
девять	NUM	3	
встрепенуться	V	3	
покраснеть	V	3	
пешком	ADV	3	
сбиваться	V	3	
внученька	S	3	1
полночь	S	3	3
расступаться	V	3	
чадо	S	3	2
вещий	A	3	
каурка	S	3	1
передо	PR	3	
верх	S	3	2
доскакивать	V	3	
иванов	S	3	2
промеж	PR	3	
взвиваться	V	3	
развязывать	V	3	
мошка	S	3	1
высовываться	V	3	
фью	S	3	Н
госпожа	S	3	1
извинение	S	3	2
окружать	V	3	
пролезать	V	3	
удивительно	ADV	3	
прочный	A	3	
высота	S	3	1
впрочем	CONJ	3	
кое-что	SPRO	3	
молотить	V	3	
низко	ADV	3	
изобретать	V	3	
сбежаться	V	3	
отведывать	V	3	
закусывать	V	3	
хваст	S	3	2
запрягать	V	3	
ругать	V	3	
эка	PART	3	
приподниматься	V	3	
отплачивать	V	3	
деревце	S	3	2
село	S	3	2
тугой	A	3	
буйнуть	V	3	
почивать	V	3	
мудрено	ADV	3	
решето	S	3	2
снизу	ADV	3	
узорчатый	A	3	
кольнуть	V	3	
молвить	V	3	
посмеиваться	V	3	
переполошиться	V	3	
подъезжать	V	3	
выбивать	V	3	
спалить	V	3	
наделать	V	3	
изгрызать	V	3	
загоревать	V	3	
глухой	A	3	
часок	S	3	2
дремучий	A	3	
кощеев	A	3	
упираться	V	3	
конюшня	S	3	1
согласие	S	3	2
вязать	V	3	
федя	S	3	1
плюнуть	V	3	
коситься	V	3	
оглобля	S	3	1
стричь	V	3	
отрезать	V	3	
соль	S	3	3
июль	S	3	2
сентябрь	S	3	2
пояс	S	3	2
меж	PR	3	
запутываться	V	3	
перелезать	V	3	
потрескивать	V	3	
беседовать	V	3	
прежде	PR	3	
проворчать	V	3	
меньшой	A	3	
передник	S	3	2
некого	SPRO	3	
чуять	V	3	
земляника	S	3	1
доченька	S	3	1
выращивать	V	3	
разом	ADV	3	
право	S	3	2
сольдо	S	3	Н
резинка	S	3	1
вертеть	V	3	
караул	S	3	2
парить	V	3	
сено	S	3	2
посыпаться	V	3	
комочек	S	3	2
послушаться	V	3	
прибирать	V	3	
изготавливать	V	3	
брильянтик	S	3	2
кстати	ADV	3	
разрезать	V	3	
выплюнуть	V	3	
слиток	S	3	2
обливать	V	3	
рослый	A	3	
приближение	S	3	2
