lemma	POS	freq	declension
окаймлять	V	1	
сотня	S	1	1
семнадцать	NUM	1	
грегем	S	1	2
любопытный	S	1	А
любопытно	ADV	1	
создание	S	1	2
окрестности	S	1	T
презрительный	A	1	
злобный	A	1	
лягать	V	1	
жирафа	S	1	1
упоминать	V	1	
стегать	V	1	
крокодиловый	A	1	
пододвигать	V	1	
полезно	ADV	1	
обувь	S	1	3
поражать	V	1	
изогнутый	A	1	
ноев	A	1	
ковчег	S	1	2
патентованный	A	1	
подразумевать	V	1	
джек	S	1	2
робинзон	S	1	2
пениться	V	1	
весло	S	1	2
фут	S	1	2
петля	S	1	1
неблагоразумный	A	1	
неопытный	A	1	
посвящать	V	1	
сдаваться	V	1	
самодвижущийся	A	1	
военный	A	1	
обозначать	V	1	
дальнейший	A	1	
запутанный	A	1	
плеснуть	V	1	
течение	S	1	2
позаботиться	V	1	
сморщиваться	V	1	
многие	SPRO	1	
чернота	S	1	1
цеце	S	1	Н
засовывать	V	1	
илистый	A	1	
насчет	PR	1	
колотушка	S	1	1
кто-либо	SPRO	1	
опахало	S	1	2
жечь	V	1	
духовой	A	1	
оркестр	S	1	2
умышленно	ADV	1	
крюк	S	1	2
гиппопотамиха	S	1	1
родство	S	1	2
отколачивать	V	1	
побросать	V	1	
опрятный	A	1	
толстокожий	A	1	
ба	INTJ	1	
выпрямлять	V	1	
выучиваться	V	1	
милость	S	1	3
осиный	A	1	
донельзя	ADV	1	
подергать	V	1	
хвостовой	A	1	
протаскивать	V	1	
пузырек	S	1	2
вдали	ADV	1	
территория	S	1	1
авкватория	S	1	1
закат	S	1	2
лазурный	A	1	
непросто	ADV	1	
только	CONJ	1	
хриплый	A	1	
лесовоз	S	1	2
полтайга	S	1	1
якорный	A	1	
цепь	S	1	3
разгружать	V	1	
боец	S	1	2
по-настоящему	ADV	1	
переламываться	V	1	
абрек	S	1	2
акбар	S	1	2
артур	S	1	2
аршин	S	1	2
казарма	S	1	1
соскучиться	V	1	
потыкать	V	1	
лоботряс	S	1	2
агурец	S	1	2
постой	S	1	2
апорт	S	1	2
лентяй	S	1	2
упорно	ADV	1	
достижение	S	1	2
цель	S	1	3
упорный	A	1	
балбес	S	1	2
аленький	A	1	
лоботрясик	S	1	2
отвинчивать	V	1	
грозить	V	1	
колбаска	S	1	1
голодуха	S	1	1
клянчить	V	1	
моментально	ADV	1	
делиться	V	1	
ниоткуда	ADVPRO	1	
отваливать	V	1	
частенько	ADV	1	
воспитывать	V	1	
подлезать	V	1	
настойчиво	ADV	1	
нанюхаться	V	1	
одурение	S	1	2
балахон	S	1	2
хлестнуть	V	1	
чутье	S	1	2
газ	S	1	2
потрястись	V	1	
проселочный	A	1	
следом	ADV	1	
нарушать	V	1	
государственный	A	1	
ссср	S	1	2
полагаться	V	1	
неприятный	A	1	
ого	INTJ	1	
приминать	V	1	
распрямляться	V	1	
хитрить	V	1	
табак	S	1	2
отбивать	V	1	
водоросль	S	1	3
ничком	ADV	1	
пошевелиться	V	1	
придавливать	V	1	
обалдевать	V	1	
учеба	S	1	1
отметка	S	1	1
отвлекаться	V	1	
беготня	S	1	1
погрызть	V	1	
гаркнуть	V	1	
лесом	ADV	1	
налезать	V	1	
вываливаться	V	1	
вздыбиться	V	1	
шакалий	A	1	
дежурный	S	1	А
удить	V	1	
нередко	ADV	1	
обутый	A	1	
шутливо	ADV	1	
лысый	A	1	
доносить	V	1	
тревожно	ADV	1	
продираться	V	1	
скатываться	V	1	
овраг	S	1	2
ежевика	S	1	1
возбужденно	ADV	1	
пантера	S	1	1
кисленький	A	1	
прокусывать	V	1	
сжимать	V	1	
бубнить	V	1	
дьявол	S	1	2
пооборвать	V	1	
фыркать	V	1	
возбуждать	V	1	
плкин	S	1	2
вязкий	A	1	
ощетиниваться	V	1	
отпечатываться	V	1	
подобие	S	1	2
скалить	V	1	
туго	ADV	1	
заурчать	V	1	
разнообразный	A	1	
потрескивание	S	1	2
позвякивание	S	1	2
потряхивание	S	1	2
весной	ADV	1	
громоздиться	V	1	
устье	S	1	2
россыпь	S	1	3
узорный	A	1	
желобок	S	1	2
бесчисленный	A	1	
обычно	ADV	1	
по-весеннему	ADV	1	
вздыбливать	V	1	
замигать	V	1	
разъяренный	A	1	
подцеплять	V	1	
помешать	V	1	
окутывать	V	1	
разбрызгивать	V	1	
расселина	S	1	1
перевязывать	V	1	
колотиться	V	1	
промывать	V	1	
грубо	ADV	1	
барахло	S	1	2
сарайчик	S	1	2
затягиваться	V	1	
лизать	V	1	
слизнуть	V	1	
тягучий	A	1	
подживать	V	1	
закруждать	V	1	
утомительный	A	1	
отставлять	V	1	
востро	ADV	1	
выравниваться	V	1	
неглубокий	A	1	
продавливать	V	1	
подковывать	V	1	
рядовой	S	1	А
натаптывать	V	1	
тяжеловатый	A	1	
нервничать	V	1	
сдерживать	V	1	
трудновато	ADV	1	
пороша	S	1	1
перекувыркивать	V	1	
трахнуть	V	1	
затаптывать	V	1	
яростно	ADV	1	
заныть	V	1	
сдавливать	V	1	
скорчиться	V	1	
плевок	S	1	2
нахаживать	V	1	
наезживать	V	1	
теряться	V	1	
завешивать	V	1	
вязка	S	1	1
перец	S	1	2
косица	S	1	1
наплетать	V	1	
курить	V	1	
неторопливо	ADV	1	
грохотать	V	1	
брызги	S	1	T
космы	S	1	T
напор	S	1	2
скользкий	A	1	
внезапный	A	1	
припорашивать	V	1	
гул	S	1	2
сучка	S	1	1
напряженно	ADV	1	
пружина	S	1	1
сжиматься	V	1	
скручивать	V	1	
сшибаться	V	1	
нагревать	V	1	
просветляться	V	1	
мутный	A	1	
додумывать	V	1	
осеева	S	1	1
столовая	S	1	А
покусывать	V	1	
щекотно	ADV	1	
увеличивать	V	1	
раскачиваться	V	1	
ободок	S	1	2
склонять	V	1	
бледно-розовый	A	1	
заплетаться	V	1	
задвигать	V	1	
завилять	V	1	
сгребать	V	1	
раскатывать	V	1	
поверх	PR	1	
заскрестись	V	1	
заикаться	V	1	
порозоветь	V	1	
фотографический	A	1	
шумно	ADV	1	
мурашки	S	1	T
нечаянный	A	1	
перенести	V	1	
сознаваться	V	1	
вина	S	1	1
вздох	S	1	2
приоткрытый	A	1	
отрывисто	ADV	1	
расстроенный	A	1	
жалобно	ADV	1	
узенький	A	1	
забарабанить	V	1	
согнутый	A	1	
смятый	A	1	
натыкаться	V	1	
шершавый	A	1	
осушать	V	1	
обласкивать	V	1	
круча	S	1	1
ветерцо	S	1	Н
замочек	S	1	2
пташечка	S	1	1
залетный	A	1	
замыкать	V	1	
отмыкать	V	1	
рой	S	1	2
яр	S	1	2
гудувать	V	1	
пшеница	S	1	1
ячмень	S	1	2
гуща	S	1	1
жать	V	1	
свиной	A	1	
видать	ADV	1	
горелый	A	1	
дразнилка	S	1	1
глоточек	S	1	2
полкотлетка	S	1	1
полсосиска	S	1	1
полконфетка	S	1	1
полредиска	S	1	1
полрезинка	S	1	1
пол	NUM	1	
полкартинка	S	1	1
полкопейка	S	1	1
половинка	S	1	1
утираться	V	1	
сморщивать	V	1	
неприятно	ADV	1	
плесень	S	1	3
марщак	S	1	2
сковорода	S	1	1
вагоноуважать	V	1	
вагоноуважаемый	A	1	
глубокоуважать	V	1	
трамвал	S	1	2
вокзай	S	1	2
бутылка	S	1	1
пятнашки	S	1	T
мелькать	V	1	
изгибать	V	1	
жутко	ADV	1	
галстучек	S	1	2
закатываться	V	1	
закланяться	V	1	
закачаться	V	1	
крапинка	S	1	1
подстилочка	S	1	1
дырья	S	1	1
голубиный	A	1	
просвечивать	V	1	
уютный	A	1	
помещаться	V	1	
блеснуть	V	1	
подвешивать	V	1	
плетеный	A	1	
корзиночка	S	1	1
затейливый	A	1	
свита	S	1	1
шерстинка	S	1	1
кожурка	S	1	1
зыбкий	A	1	
постройка	S	1	1
обиженно	ADV	1	
колыбелька	S	1	1
шалашик	S	1	2
славно	ADV	1	
задрожать	V	1	
вмиг	ADV	1	
тростниковый	A	1	
большеголовый	A	1	
плавучий	A	1	
устилать	V	1	
чемгин	S	1	2
тростиночка	S	1	1
суденышко	S	1	2
ночлег	S	1	2
привередливый	A	1	
залетать	V	1	
изнутри	ADV	1	
клювик	S	1	2
переночевать	V	1	
страшилище	S	1	2
птаха	S	1	1
отшатываться	V	1	
стремглав	ADV	1	
ласточкин	A	1	
впархивать	V	1	
усталый	A	1	
конский	A	1	
бажов	S	1	2
плакаться	V	1	
похлебка	S	1	1
отговариваться	V	1	
отменный	A	1	
кормиться	V	1	
стожок	S	1	2
подъедать	V	1	
шерстка	S	1	1
буренький	A	1	
охотничий	A	1	
навязнуть	V	1	
лоскуточек	S	1	2
лукаво	ADV	1	
выжиться	V	1	
поправляться	V	1	
подступаться	V	1	
приманивать	V	1	
поддакивать	V	1	
накапливаться	V	1	
козлиный	A	1	
насолить	V	1	
санка	S	1	1
попривыкнуть	V	1	
солонина	S	1	1
перевозить	V	1	
разумница	S	1	1
дарья	S	1	1
григорьевна	S	1	1
добиваться	V	1	
выслеживать	V	1	
запобаиваться	V	1	
спокойнехонько	ADV	1	
ложок	S	1	2
скучненько	ADV	1	
муренушка	S	1	1
запостукивать	V	1	
затуманиваться	V	1	
запокапывать	V	1	
месячный	A	1	
покачивать	V	1	
козлы	S	1	T
вспрыгивать	V	1	
искра	S	1	1
бирюзовый	A	1	
полшапка	S	1	1
перегребать	V	1	
потешать	V	1	
зелененький	A	1	
хризолит	S	1	2
дагестанский	A	1	
сламывать	V	1	
размахиваться	V	1	
клекот	S	1	2
заклекотать	V	1	
рразрывать	V	1	
еггго	S	1	Н
распростирать	V	1	
баклуши	S	1	T
неравный	A	1	
развязка	S	1	1
зорко	ADV	1	
начистоту	ADV	1	
завидовать	V	1	
урод	S	1	2
полундра	INTJ	1	
котобой	S	1	2
докладывать	V	1	
радист	S	1	2
юдо	S	1	Н
обязанный	A	1	
китобаза	S	1	1
ответственный	A	1	
профессор	S	1	2
медицинский	A	1	
студент	S	1	2
корреспондент	S	1	2
редактор	S	1	2
корректор	S	1	2
кинохроника	S	1	1
натуралист	S	1	2
специалист	S	1	2
размещаться	V	1	
опечатка	S	1	1
против	PR	1	
переправлять	V	1	
наводить	V	1	
мирно	ADV	1	
прилично	ADV	1	
встреча	S	1	1
издавать	V	1	
скука	S	1	1
бука	S	1	1
яковлев	S	1	2
карликовый	A	1	
ненамного	ADV	1	
родные	S	1	T
сияние	S	1	2
кухлянка	S	1	1
торбас	S	1	2
впадать	V	1	
одноэтажный	A	1	
городской	A	1	
зреть	V	1	
инжир	S	1	2
мандарин	S	1	2
шторм	S	1	2
грохот	S	1	2
упругий	A	1	
зоологический	A	1	
журавель	S	1	2
натруживать	V	1	
глинка	S	1	1
вмещать	V	1	
посад	S	1	2
опоясывать	V	1	
пашня	S	1	1
пестреть	V	1	
церковь	S	1	3
старинный	A	1	
златой	A	1	
звонарь	S	1	2
царь-колокол	S	1	2
гордец	S	1	2
святой	S	1	А
процветать	V	1	
срединный	A	1	
коренной	S	1	А
сынишка	S	1	1
смягчаться	V	1	
чеснок	S	1	2
бородавка	S	1	1
во-первых	ADV	1	
во-вторых	ADV	1	
насупливаться	V	1	
анюта	S	1	1
маргарита	S	1	1
потребовать	V	1	
насвистывать	V	1	
вползать	V	1	
побледнеть	V	1	
низенький	A	1	
пустомеля	S	1	1
злючка	S	1	1
расправляться	V	1	
вторить	V	1	
угроза	S	1	1
близкий	A	1	
родственница	S	1	1
безобидный	A	1	
невкусный	A	1	
глупыш	S	1	2
выводиться	V	1	
подлый	A	1	
поступок	S	1	2
замахиваться	V	1	
униматься	V	1	
урраа	S	1	Н
рыдать	V	1	
немалый	A	1	
жертва	S	1	1
утешительный	A	1	
вволю	ADV	1	
выплакиваться	V	1	
развеселять	V	1	
папка	S	1	1
пушистенький	A	1	
грузно	ADV	1	
врозь	ADV	1	
ладен	S	1	2
потеха	S	1	1
потемки	S	1	T
новость	S	1	3
учение	S	1	2
неучение	S	1	2
неученый	A	1	
поспешить	V	1	
насмешить	V	1	
солгать	V	1	
враль	S	1	2
аукнуться	V	1	
пожинать	V	1	
смелость	S	1	3
подмога	S	1	1
поддерживать	V	1	
одерживать	V	1	
одиночка	S	1	1
вилы	S	1	T
сторонушка	S	1	1
воронушка	S	1	1
хоккеист	S	1	2
калякать	V	1	
малякать	V	1	
накалякать	V	1	
митта	S	1	1
заражаться	V	1	
рожица	S	1	1
таблетка	S	1	1
ребячий	A	1	
почтовый	A	1	
столик	S	1	2
дочкин	A	1	
увлекаться	V	1	
ленька	S	1	1
полосочка	S	1	1
юля	S	1	1
хрусталик	S	1	2
ирочка	S	1	1
поправка	S	1	1
соковня	S	1	1
семенов	S	1	2
четверг	S	1	2
сидоров	S	1	2
бездонный	A	1	
качели	S	1	T
синенький	A	1	
мягонький	A	1	
желток	S	1	2
подкладка	S	1	1
игнаток	S	1	None
заплатка	S	1	1
ермошка	S	1	1
терпеливый	A	1	
голубочек	S	1	2
песчинка	S	1	1
крупно	ADV	1	
дробно	ADV	1	
зачастить	V	1	
грозный	A	1	
царить	V	1	
питие	S	1	2
пребывать	V	1	
топоренок	S	1	2
избенка	S	1	1
пуговка	S	1	1
талант	S	1	2
карабас	S	1	2
мальвина	S	1	1
гордый	A	1	
благородный	A	1	
лапландия	S	1	1
герд	S	1	2
кошмар	S	1	2
кар	S	1	2
погреб	S	1	2
акробат	S	1	2
кувырк	ADV	1	
сенцо	S	1	2
покупочек	S	1	2
валерик	S	1	2
валюшка	S	1	1
ткач	S	1	2
размокропогодиться	V	1	
заледенелый	A	1	
чижик	S	1	2
чушь	S	1	3
метелица	S	1	1
стлаться	V	1	
налим	S	1	2
ряд	S	1	2
тарахтеть	V	1	
шоссе	S	1	Н
трубач	S	1	2
кикимора	S	1	1
чумазый	A	1	
лазать	V	1	
паутина	S	1	1
удалой	A	1	
старушонка	S	1	1
забодать	V	1	
схожий	A	1	
петька	S	1	1
закадычный	A	1	
вовкин	S	1	2
щекотка	S	1	1
щепотка	S	1	1
плюс	S	1	2
пол-литра	S	1	1
гамов	S	1	2
глоток	S	1	2
моточек	S	1	2
обмен	S	1	2
пук	S	1	2
бехлеров	S	1	2
примерный	A	1	
текст	S	1	2
пересказ	S	1	2
подшибать	V	1	
раненый	A	1	
хлынуть	V	1	
окликать	V	1	
издали	ADV	1	
обежать	V	1	
сергуненков	S	1	2
стог	S	1	2
печеный	A	1	
чугунок	S	1	2
ступа	S	1	1
данила	S	1	1
разыгралася	S	1	1
скотина	S	1	1
донец	S	1	2
дудка	S	1	1
смычок	S	1	2
выставлять	V	1	
подшивать	V	1	
сера	S	1	1
подбивать	V	1	
метелка	S	1	1
лапоточка	S	1	1
посошок	S	1	2
галоша	S	1	1
боронить	V	1	
ретивый	A	1	
проскакать	V	1	
небывальщина	S	1	1
добросить	V	1	
перебрасывать	V	1	
доить	V	1	
тетенька	S	1	1
полтора	NUM	1	
пресный	A	1	
незнаемый	A	1	
небывалый	A	1	
обороняться	V	1	
кутафья	S	1	1
горошинка	S	1	1
поучение	S	1	2
послушание	S	1	2
былье	S	1	2
огненный	A	1	
мурава	S	1	1
лазоревый	A	1	
синить	V	1	
дабы	CONJ	1	
разрыв-трава	S	1	1
богатырский	A	1	
присказка	S	1	1
пройслер	S	1	2
покривиться	V	1	
скрючиваться	V	1	
ставня	S	1	1
дребезжать	V	1	
колдовать	V	1	
колдовство	S	1	2
вызубривать	V	1	
колдовской	A	1	
тридцатый	ANUM	1	
суконцев	S	1	2
подготавливаться	V	1	
щеголять	V	1	
ежикино	S	1	2
горбовский	S	1	А
ротозей	S	1	2
прошагать	V	1	
восковой	A	1	
стишок	S	1	2
непонятно	ADV	1	
бледный	A	1	
пудриться	V	1	
зевнуть	V	1	
музейный	A	1	
стоящий	A	1	
уверенный	A	1	
расстраиваться	V	1	
понуро	ADV	1	
картонный	A	1	
послушно	ADV	1	
вывинчивать	V	1	
перегорать	V	1	
ввинчивать	V	1	
мышиный	A	1	
эгнер	S	1	2
смаривать	V	1	
залегать	V	1	
кедр	S	1	2
морозов	S	1	2
протирать	V	1	
немудреный	A	1	
сворачивать	V	1	
бурундучок	S	1	2
абрамцев	S	1	2
прядь	S	1	3
до	S	1	Н
шелковистый	A	1	
постригаться	V	1	
умеренно	ADV	1	
постепенно	ADV	1	
отращивать	V	1	
стриженый	A	1	
потускнеть	V	1	
привянуть	V	1	
вянуть	V	1	
пыльный	A	1	
вялый	A	1	
засыхать	V	1	
разволноваться	V	1	
быстренько	ADV	1	
распускать	V	1	
подстригать	V	1	
беззаботный	A	1	
городок	S	1	2
заползать	V	1	
шутя	ADV	1	
отваливаться	V	1	
загрустить	V	1	
левин	S	1	2
вершиться	V	1	
манеж	S	1	2
утренник	S	1	2
пенка	S	1	1
рыжик	S	1	2
фома	S	1	1
покрываться	V	1	
вышина	S	1	1
гречка	S	1	1
скрежет	S	1	2
умчаться	V	1	
мореплавание	S	1	2
антарктический	A	1	
айсберг	S	1	2
насколько	ADV	1	
бесконечный	A	1	
материк	S	1	2
отмеривать	V	1	
горизонт	S	1	2
клуб	S	1	2
жонглировать	V	1	
трескаться	V	1	
насмешливо	ADV	1	
куриться	V	1	
виднеться	V	1	
вожак	S	1	2
колыхнуться	V	1	
легкое	S	1	А
пушинка	S	1	1
пурга	S	1	1
заснеженный	A	1	
толчок	S	1	2
пингвиний	A	1	
затрепыхаться	V	1	
пульсировать	V	1	
наперекор	PR	1	
пляж	S	1	2
пингвиних	S	1	2
подгребать	V	1	
мистер	S	1	2
полпути	S	1	None
биссет	S	1	2
сельдь	S	1	3
палтус	S	1	2
омар	S	1	2
отчего-то	ADVPRO	1	
мелеть	V	1	
прекращать	V	1	
дворцовый	A	1	
рассыпать	V	1	
развеивать	V	1	
противно	ADV	1	
огорчение	S	1	2
обвиваться	V	1	
отплывать	V	1	
помутить	V	1	
былина	S	1	1
героический	A	1	
топтать	V	1	
затмевать	V	1	
шататься	V	1	
вдова	S	1	1
мамелфа	S	1	1
тимофеевна	S	1	1
статный	A	1	
гусли	S	1	T
заругать	V	1	
добрыня	S	1	1
никитич	S	1	2
стародавний	A	1	
муром	S	1	2
карачарово	S	1	2
тимофеевич	S	1	2
ефросинья	S	1	1
яковлевна	S	1	1
зоркий	A	1	
ростов	S	1	2
соборный	A	1	
поп	S	1	2
леонтий	S	1	2
поповский	A	1	
сварливый	A	1	
напуск	S	1	2
вызываться	V	1	
меряться	V	1	
потоптать	V	1	
заклад	S	1	2
померяться	V	1	
несметный	A	1	
отсек	S	1	2
вежливый	A	1	
добрынюшка	S	1	1
дружина	S	1	1
младшенький	A	1	
распетушиться	V	1	
подраться	V	1	
ехидно	ADV	1	
старец	S	1	2
оберегать	V	1	
ярушников	S	1	2
увязываться	V	1	
отмель	S	1	3
неожиданно	ADV	1	
увлекать	V	1	
ванин	S	1	2
пронзать	V	1	
окаменевать	V	1	
помчать	V	1	
всасывать	V	1	
прапрадедушка	S	1	1
вешать	V	1	
сдувать	V	1	
перемешивать	V	1	
складывать	V	1	
раствор	S	1	2
двигаться	V	1	
необходимо	ADV	1	
пламенно	ADV	1	
толковый	A	1	
мастеровой	S	1	А
сосватывать	V	1	
поженить	V	1	
родня	S	1	1
заспорить	V	1	
неслыханный	A	1	
попыхивать	V	1	
редеть	V	1	
ясноглазый	A	1	
отгуливать	V	1	
восвояси	ADV	1	
вводить	V	1	
молодые	S	1	T
нескончаемый	A	1	
облик	S	1	2
белесый	A	1	
чудодей	S	1	2
паровой	A	1	
корабельщиков	S	1	2
ситец	S	1	2
кладь	S	1	3
котлетерем	S	1	2
счастливо	ADV	1	
выкапывать	V	1	
луковица	S	1	1
грибной	A	1	
вспучивать	V	1	
булыжник	S	1	2
суровый	A	1	
гнести	V	1	
пусто	ADV	1	
посвежеть	V	1	
суслик	S	1	2
спячка	S	1	1
проливаться	V	1	
оживляться	V	1	
недолгий	A	1	
оживление	S	1	2
сурово	ADV	1	
незаметно	ADV	1	
посредине	ADV	1	
трепетный	A	1	
манящий	A	1	
угораздить	V	1	
агари	S	1	Н
облюбовывать	V	1	
жилец	S	1	2
запугивать	V	1	
утиный	A	1	
отнорок	S	1	2
заизвивать	V	1	
саксауловый	A	1	
раскидистый	A	1	
серо	ADV	1	
оливковый	A	1	
прохлада	S	1	1
молчаливый	A	1	
кисточка	S	1	1
барков	S	1	2
незваный	A	1	
талый	A	1	
арбузный	A	1	
спозаранок	ADV	1	
протяжный	A	1	
сор	S	1	2
опаска	S	1	1
скворечник	S	1	2
ельник	S	1	2
подтаивать	V	1	
зинъка	ADV	1	
продалбливать	V	1	
пещерный	A	1	
скалистый	A	1	
бесконечно	ADV	1	
поцарапать	V	1	
козий	A	1	
постилать	V	1	
обниматься	V	1	
покровский	S	1	А
мамонт	S	1	2
давний	A	1	
раскидываться	V	1	
синева	S	1	1
ч	S	1	Н
янчаровский	A	1	
электроплита	S	1	1
скафандр	S	1	2
стартовать	V	1	
мыльный	A	1	
пузырь	S	1	2
риис	S	1	2
отважиться	V	1	
материнский	A	1	
терпеться	V	1	
убежище	S	1	2
эвкалиптовый	A	1	
разжевывать	V	1	
макать	V	1	
раздражать	V	1	
долой	ADV	1	
использовать	V	1	
преданный	A	1	
поклонник	S	1	2
площадка	S	1	1
периодически	ADV	1	
оформление	S	1	2
по-новому	ADV	1	
элемент	S	1	2
пветок	S	1	2
увядший	A	1	
энциклопедия	S	1	1
придвигаться	V	1	
мертвец	S	1	2
впредь	ADV	1	
басня	S	1	1
уверять	V	1	
добром	ADV	1	
заслышать	V	1	
корин	S	1	2
бант	S	1	2
вылитый	A	1	
многоэтажный	A	1	
дождевой	A	1	
откладывать	V	1	
вихрастый	A	1	
хальт	S	1	2
пулемет	S	1	2
ползком	ADV	1	
патрон	S	1	2
убеждаться	V	1	
отчетливо	ADV	1	
зеленоватый	A	1	
работяга	S	1	1
пропажа	S	1	1
снабжать	V	1	
носилки	S	1	T
гостеприимно	ADV	1	
воробьев	S	1	2
линия	S	1	1
сращивать	V	1	
оборвать	V	1	
взрывной	A	1	
немецкий	A	1	
автоматчик	S	1	2
связь	S	1	3
наблюдательный	A	1	
пункт	S	1	2
клапан	S	1	2
заиндеветь	V	1	
мембрана	S	1	1
нема	S	1	1
вызов	S	1	2
нахлобучивать	V	1	
ушанка	S	1	1
защищаться	V	1	
проваливаться	V	1	
походить	V	1	
обнаруживать	V	1	
присыпать	V	1	
спасительный	A	1	
отшвыривать	V	1	
соединять	V	1	
злополучный	A	1	
метровый	A	1	
и	INTJ	1	
прозвучать	V	1	
секретный	A	1	
наступление	S	1	2
гортанный	A	1	
дотягиваться	V	1	
оголять	V	1	
изоляция	S	1	1
отгреметь	V	1	
зловеще	ADV	1	
нарастать	V	1	
жгучий	A	1	
вдавливаться	V	1	
унимать	V	1	
дрожь	S	1	3
окоченевать	V	1	
махотин	S	1	2
бравый	A	1	
кепка	S	1	1
пилотка	S	1	1
атака	S	1	1
подводный	A	1	
палить	V	1	
консервный	A	1	
наука	S	1	1
составляться	V	1	
мелок	S	1	2
каникулы	S	1	T
загорать	V	1	
ликовать	V	1	
демьянов	S	1	2
парта	S	1	1
аркадьев	S	1	2
индия	S	1	1
обитатель	S	1	2
галстук	S	1	2
тюлень	S	1	2
толстоватый	A	1	
караван	S	1	2
двугорбый	A	1	
поясок	S	1	2
львиный	A	1	
певец	S	1	2
трель	S	1	3
эвкалипт	S	1	2
малышонок	S	1	2
австралийский	A	1	
мясистый	A	1	
рдеть	V	1	
колкий	A	1	
плащ	S	1	2
надувать	V	1	
угнаться	V	1	
сметать	V	1	
бороздить	V	1	
прыгун	S	1	2
застывать	V	1	
включать	V	1	
поход	S	1	2
компас	S	1	2
вскипятить	V	1	
котелок	S	1	2
рюкзак	S	1	2
бинокль	S	1	2
цифра	S	1	1
строчка	S	1	1
закорючка	S	1	1
суета	S	1	1
буратино	S	1	Н
щит	S	1	2
машутка	S	1	1
звалася	S	1	1
ежевичный	A	1	
желе	S	1	Н
подъемный	A	1	
динозавр	S	1	2
прогулка	S	1	1
катаев	S	1	2
вывеска	S	1	1
женин	S	1	2
павликов	S	1	2
бараночка	S	1	1
догонять	V	1	
обыкновение	S	1	2
наморщивать	V	1	
гармошка	S	1	1
загибать	V	1	
тяпа	S	1	1
растяпа	S	1	1
срастаться	V	1	
папанинец	S	1	2
сжатие	S	1	2
градус	S	1	2
водосточный	A	1	
потертый	A	1	
помятый	A	1	
шестой	ANUM	1	
седьмой	ANUM	1	
обледеневать	V	1	
коляска	S	1	1
говорящий	A	1	
калошка	S	1	1
передышка	S	1	1
заполнять	V	1	
московский	A	1	
ленинград	S	1	2
харьков	S	1	2
львов	S	1	2
галдеть	V	1	
союз	S	1	2
самокат	S	1	2
танкетка	S	1	1
путаться	V	1	
дирижабль	S	1	2
планер	S	1	2
ватный	A	1	
парашютист	S	1	2
проводы	S	1	T
пошутить	V	1	
потратить	V	1	
допускать	V	1	
кино	S	1	Н
превосходный	A	1	
смирный	A	1	
симпатичный	A	1	
драчун	S	1	2
зрачок	S	1	2
уродливый	A	1	
пустяк	S	1	2
бережно	ADV	1	
разжимать	V	1	
скамья	S	1	1
рудой	A	1	
вариться	V	1	
фабрика	S	1	1
деготь	S	1	2
скипидар	S	1	2
фанера	S	1	1
властитель	S	1	2
терять	V	1	
подчинять	V	1	
негодовать	V	1	
дешеветь	V	1	
многий	APRO	1	
тес	S	1	2
дранка	S	1	1
неустанный	A	1	
пытливость	S	1	3
телеграф	S	1	2
захватывать	V	1	
проволока	S	1	1
разбогатеть	V	1	
удобство	S	1	2
особа	S	1	1
бесстыдство	S	1	2
рагу	S	1	Н
щепочка	S	1	1
подливка	S	1	1
опилки	S	1	T
маринованный	A	1	
древесина	S	1	1
абрикосовый	A	1	
дряхнуть	V	1	
прискорбный	A	1	
трубочка	S	1	1
просмаливать	V	1	
вещество	S	1	2
разрушать	V	1	
лживый	A	1	
посочувствовать	V	1	
сравнивать	V	1	
граб	S	1	2
губительный	A	1	
благодарность	S	1	3
обгрызать	V	1	
тер	S	1	2
похудеть	V	1	
пуд	S	1	2
поседеть	V	1	
облысеть	V	1	
валериановый	A	1	
обморок	S	1	2
телеграфный	A	1	
оконный	A	1	
отчаиваться	V	1	
успешно	ADV	1	
торговать	V	1	
эмалевый	A	1	
оболочка	S	1	1
эмалированный	A	1	
дешево	ADV	1	
кипяток	S	1	2
вероятный	A	1	
вероятность	S	1	3
иностранный	A	1	
кольчуга	S	1	1
устанавливать	V	1	
наблюдение	S	1	2
расторопный	A	1	
приготовлять	V	1	
звено	S	1	2
приправлять	V	1	
гвоздь	S	1	2
выплевывать	V	1	
топорище	S	1	2
стеклодув	S	1	2
допрашивать	V	1	
признаваться	V	1	
бороться	V	1	
составлять	V	1	
неуязвимый	A	1	
пожирать	V	1	
предпринимать	V	1	
мера	S	1	1
размышление	S	1	2
припечатывать	V	1	
сургучный	A	1	
заточить	V	1	
замысел	S	1	2
чудовищный	A	1	
натворить	V	1	
ха-ха	INTJ	1	
злорадствовать	V	1	
банк	S	1	2
освобождение	S	1	2
вытекать	V	1	
ядовито	ADV	1	
принятый	A	1	
ножны	S	1	T
рукоятка	S	1	1
освободитель	S	1	2
ржаветь	V	1	
исчезновение	S	1	2
вначале	ADV	1	
механизм	S	1	2
писчий	A	1	
поговаривать	V	1	
откалываться	V	1	
бойкий	A	1	
торговля	S	1	1
набавлять	V	1	
вынуждать	V	1	
бегство	S	1	2
погружать	V	1	
изъедать	V	1	
нагружать	V	1	
заморский	A	1	
слой	S	1	2
катастрофа	S	1	1
гибель	S	1	3
погружаться	V	1	
факел	S	1	2
масляный	A	1	
плошка	S	1	1
коптить	V	1	
освещение	S	1	2
вспять	ADV	1	
новое	S	1	А
сменить	V	1	
